cust_id,order_date,net_sales,customerSource
cust24384,10/22/18,520,facebook
cust24936,10/22/18,0,facebook
cust25245,10/22/18,1085.5,facebook
cust25259,10/22/18,0,snapchat
cust25423,10/22/18,210.6,snapchat
cust25497,10/22/18,315.9,facebook
cust25904,10/22/18,0,snapchat
cust26140,10/22/18,0,facebook
cust26313,10/22/18,0,facebook
cust26329,10/22/18,176.8,facebook
cust26330,10/22/18,0,facebook
cust26663,10/22/18,442,facebook
cust26993,10/22/18,234,facebook
cust27019,10/22/18,0,snapchat
cust27055,10/22/18,0,facebook
cust27130,10/22/18,0,facebook
cust27204,10/22/18,0,facebook
cust27206,10/22/18,0,facebook
cust27242,10/22/18,274.66,snapchat
cust27419,10/22/18,353.6,facebook
cust27457,10/22/18,125.96,facebook
cust27482,10/22/18,126.75,facebook
cust27486,10/22/18,0,facebook
cust27497,10/22/18,106.6,facebook
cust27534,10/22/18,0,facebook
cust27537,10/22/18,0,facebook
cust27566,10/22/18,0,facebook
cust27569,10/22/18,0,facebook
cust27605,10/22/18,0,facebook
cust27670,10/22/18,0,facebook
cust27706,10/22/18,0,snapchat
cust27787,10/22/18,500.5,facebook
cust27867,10/22/18,0,tiktok
cust27938,10/22/18,0,snapchat
cust27983,10/22/18,0,snapchat
cust27992,10/22/18,0,snapchat
cust27994,10/22/18,0,snapchat
cust27995,10/22/18,0,snapchat
cust27998,10/22/18,548.22,snapchat
cust28000,10/22/18,0,snapchat
cust28001,10/22/18,0,snapchat
cust28045,10/22/18,497.25,facebook
cust28046,10/22/18,210.6,facebook
cust28047,10/22/18,0,facebook
cust28048,10/22/18,544.92,snapchat
cust28049,10/22/18,88.4,facebook
cust28050,10/22/18,174.59,facebook
cust28051,10/22/18,0,tiktok
cust28052,10/22/18,171.02,facebook
cust28053,10/22/18,194.92,snapchat
cust28054,10/22/18,195,facebook
cust28055,10/22/18,0,tiktok
cust28056,10/22/18,0,tiktok
cust28057,10/22/18,117,facebook
cust28058,10/22/18,396.45,facebook
cust28059,10/22/18,139.27,facebook
cust28060,10/22/18,607.1,facebook
cust28061,10/22/18,108.28,facebook
cust28062,10/22/18,117,facebook
cust28063,10/22/18,359.96,facebook
cust28064,10/22/18,208,facebook
cust28065,10/22/18,129.01,facebook
cust28066,10/22/18,126.75,facebook
cust28067,10/22/18,139.27,facebook
cust28068,10/22/18,126.07,facebook
cust28069,10/22/18,500.5,facebook
cust28070,10/22/18,468,facebook
cust28071,10/22/18,298.35,facebook
cust28072,10/22/18,234,facebook
cust28073,10/22/18,242.96,facebook
cust28074,10/22/18,0,tiktok
cust28075,10/22/18,500.5,facebook
cust28076,10/22/18,496.08,snapchat
cust28077,10/22/18,10.28,facebook
cust28078,10/22/18,9.27,facebook
cust28079,10/22/18,9.75,facebook
cust28080,10/22/18,243.33,facebook
cust28081,10/22/18,117,facebook
cust28082,10/22/18,325,facebook
cust28083,10/22/18,544.92,snapchat
cust28084,10/22/18,219.92,facebook
cust28085,10/22/18,702,facebook
cust28086,10/22/18,928.2,facebook
cust28087,10/22/18,212.52,facebook
cust3957,10/22/18,198.9,facebook
cust4502,10/22/18,192.48,facebook
cust4730,10/22/18,120.37,facebook
cust5261,10/22/18,545.95,facebook
cust5688,10/22/18,106.96,facebook
cust7110,10/22/18,198.9,facebook
cust8225,10/22/18,234,tiktok
cust8719,10/22/18,0,facebook
cust9104,10/22/18,500.5,facebook
cust12607,10/21/18,351,facebook
cust12786,10/21/18,563.98,facebook
cust12820,10/21/18,494,facebook
cust13515,10/21/18,111.15,facebook
cust13664,10/21/18,132.98,snapchat
cust16510,10/21/18,218.4,facebook
cust16935,10/21/18,315.9,facebook
cust17712,10/21/18,117.1,facebook
cust18875,10/21/18,234,facebook
cust19385,10/21/18,182,facebook
cust19570,10/21/18,234,facebook
cust1959,10/21/18,322.45,facebook
cust2008,10/21/18,234,facebook
cust20882,10/21/18,114.26,facebook
cust21062,10/21/18,116.35,facebook
cust2113,10/21/18,376.51,facebook
cust21981,10/21/18,108.41,facebook
cust22381,10/21/18,132.77,snapchat
cust23948,10/21/18,91.65,facebook
cust2425,10/21/18,357.5,facebook
cust24757,10/21/18,129.01,snapchat
cust25754,10/21/18,276.25,facebook
cust25805,10/21/18,247.62,facebook
cust26140,10/21/18,234,facebook
cust26293,10/21/18,470.11,facebook
cust2662,10/21/18,569.4,facebook
cust26907,10/21/18,555.75,facebook
cust27345,10/21/18,351,snapchat
cust2751,10/21/18,198.64,facebook
cust27587,10/21/18,120.37,snapchat
cust27688,10/21/18,107.48,snapchat
cust27985,10/21/18,117,snapchat
cust27998,10/21/18,129.01,snapchat
cust27999,10/21/18,0,facebook
cust28000,10/21/18,340.6,snapchat
cust28001,10/21/18,490.43,snapchat
cust28002,10/21/18,117,facebook
cust28003,10/21/18,201.19,snapchat
cust28004,10/21/18,117,snapchat
cust28005,10/21/18,486.3,snapchat
cust28006,10/21/18,517.57,snapchat
cust28007,10/21/18,126.07,facebook
cust28008,10/21/18,351,facebook
cust28009,10/21/18,265.2,facebook
cust28010,10/21/18,325.08,snapchat
cust28011,10/21/18,248.04,snapchat
cust28012,10/21/18,248.04,snapchat
cust28013,10/21/18,125.96,facebook
cust28014,10/21/18,117,facebook
cust28015,10/21/18,219.93,facebook
cust28016,10/21/18,0,snapchat
cust28017,10/21/18,9.18,facebook
cust28018,10/21/18,234,facebook
cust28019,10/21/18,500.5,facebook
cust28020,10/21/18,234,snapchat
cust28021,10/21/18,8.83,facebook
cust28022,10/21/18,0,facebook
cust28023,10/21/18,117,snapchat
cust28024,10/21/18,117,facebook
cust28025,10/21/18,232.19,snapchat
cust28026,10/21/18,117,snapchat
cust28027,10/21/18,198.9,facebook
cust28028,10/21/18,0,facebook
cust28029,10/21/18,226.53,snapchat
cust28030,10/21/18,290.16,facebook
cust28031,10/21/18,89.3,snapchat
cust28032,10/21/18,13.62,facebook
cust28033,10/21/18,375.7,facebook
cust28034,10/21/18,108.52,facebook
cust28035,10/21/18,117,facebook
cust28036,10/21/18,125.96,facebook
cust28037,10/21/18,130,facebook
cust28038,10/21/18,124.02,snapchat
cust28039,10/21/18,113,snapchat
cust28040,10/21/18,337.96,snapchat
cust28041,10/21/18,681.08,snapchat
cust28042,10/21/18,117,snapchat
cust28043,10/21/18,248.04,snapchat
cust28044,10/21/18,221,facebook
cust3250,10/21/18,125.96,tiktok
cust3495,10/21/18,325,facebook
cust3786,10/21/18,351,facebook
cust57,10/21/18,413.4,facebook
cust5728,10/21/18,126.27,facebook
cust8165,10/21/18,128.97,facebook
cust8233,10/21/18,703.89,facebook
cust10179,10/20/18,112.06,facebook
cust1371,10/20/18,535.93,facebook
cust15082,10/20/18,103.35,facebook
cust17529,10/20/18,126.75,facebook
cust18138,10/20/18,489.31,facebook
cust18143,10/20/18,210.83,facebook
cust18485,10/20/18,251.46,facebook
cust18633,10/20/18,183.43,facebook
cust18633,10/20/18,126.27,facebook
cust19228,10/20/18,210.6,facebook
cust20113,10/20/18,106.6,snapchat
cust21429,10/20/18,607.35,snapchat
cust21649,10/20/18,348.28,facebook
cust2270,10/20/18,741,facebook
cust23828,10/20/18,348.28,snapchat
cust2399,10/20/18,464.82,facebook
cust2425,10/20/18,100.36,facebook
cust24358,10/20/18,325,tiktok
cust24425,10/20/18,0,facebook
cust24780,10/20/18,299.79,snapchat
cust25067,10/20/18,0,facebook
cust25196,10/20/18,99.45,snapchat
cust25259,10/20/18,105.3,snapchat
cust25878,10/20/18,387,snapchat
cust2649,10/20/18,434.2,facebook
cust27325,10/20/18,89.31,facebook
cust27504,10/20/18,397.8,facebook
cust27526,10/20/18,127.8,facebook
cust27931,10/20/18,126.07,facebook
cust27932,10/20/18,260,facebook
cust27933,10/20/18,548.22,snapchat
cust27934,10/20/18,223.6,facebook
cust27935,10/20/18,234,snapchat
cust27936,10/20/18,375.53,snapchat
cust27937,10/20/18,530.53,snapchat
cust27938,10/20/18,348.28,snapchat
cust27939,10/20/18,117,snapchat
cust27940,10/20/18,162.77,snapchat
cust27941,10/20/18,205.4,snapchat
cust27942,10/20/18,0,facebook
cust27943,10/20/18,0,snapchat
cust27944,10/20/18,544.92,snapchat
cust27945,10/20/18,205.4,facebook
cust27946,10/20/18,124.02,snapchat
cust27947,10/20/18,246.52,snapchat
cust27948,10/20/18,232.38,facebook
cust27949,10/20/18,117,facebook
cust27950,10/20/18,107.48,snapchat
cust27951,10/20/18,117,snapchat
cust27952,10/20/18,248.04,facebook
cust27953,10/20/18,117,facebook
cust27954,10/20/18,517.71,snapchat
cust27955,10/20/18,175.7,facebook
cust27956,10/20/18,196.21,facebook
cust27957,10/20/18,395.9,snapchat
cust27958,10/20/18,129.01,snapchat
cust27959,10/20/18,113,snapchat
cust27960,10/20/18,234,snapchat
cust27961,10/20/18,0,facebook
cust27962,10/20/18,234,snapchat
cust27963,10/20/18,248.04,snapchat
cust27964,10/20/18,602.39,snapchat
cust27965,10/20/18,213.2,snapchat
cust27966,10/20/18,0,facebook
cust27967,10/20/18,88.4,snapchat
cust27968,10/20/18,79.56,facebook
cust27969,10/20/18,117.55,snapchat
cust27970,10/20/18,0,facebook
cust27971,10/20/18,544.92,snapchat
cust27972,10/20/18,174.59,snapchat
cust27973,10/20/18,208,snapchat
cust27974,10/20/18,117,snapchat
cust27975,10/20/18,124.02,snapchat
cust27976,10/20/18,93.6,snapchat
cust27977,10/20/18,716.63,snapchat
cust27978,10/20/18,315.9,snapchat
cust27979,10/20/18,126.75,facebook
cust27980,10/20/18,155.69,snapchat
cust27981,10/20/18,315.9,snapchat
cust27982,10/20/18,286,snapchat
cust27983,10/20/18,468,snapchat
cust27984,10/20/18,522.6,snapchat
cust27985,10/20/18,0,snapchat
cust27986,10/20/18,234,snapchat
cust27987,10/20/18,10.95,snapchat
cust27988,10/20/18,117,snapchat
cust27989,10/20/18,115.05,facebook
cust2799,10/20/18,0,facebook
cust27990,10/20/18,234,snapchat
cust27990,10/20/18,117,snapchat
cust27991,10/20/18,187.2,snapchat
cust27992,10/20/18,1285.27,snapchat
cust27993,10/20/18,124.02,snapchat
cust27994,10/20/18,860.82,snapchat
cust27995,10/20/18,484.86,snapchat
cust27996,10/20/18,286,snapchat
cust27997,10/20/18,555.75,facebook
cust3834,10/20/18,120.9,facebook
cust5,10/20/18,198.9,facebook
cust5,10/20/18,0,facebook
cust5907,10/20/18,126.75,facebook
cust7421,10/20/18,101.82,facebook
cust7669,10/20/18,210.6,facebook
cust7939,10/20/18,527.8,facebook
cust8988,10/20/18,489.65,facebook
cust8999,10/20/18,115.93,facebook
cust11133,10/19/18,248.04,facebook
cust11263,10/19/18,208.04,facebook
cust11515,10/19/18,124.02,facebook
cust12033,10/19/18,519.49,snapchat
cust12127,10/19/18,179.14,facebook
cust12181,10/19/18,138.72,facebook
cust12314,10/19/18,84.5,snapchat
cust12523,10/19/18,115.93,facebook
cust14486,10/19/18,276.98,snapchat
cust14774,10/19/18,257.99,tiktok
cust15029,10/19/18,544.92,facebook
cust15408,10/19/18,517.57,facebook
cust15492,10/19/18,175.5,facebook
cust15930,10/19/18,0,facebook
cust15932,10/19/18,497.25,facebook
cust16276,10/19/18,194,facebook
cust16455,10/19/18,126.79,facebook
cust1673,10/19/18,0,facebook
cust16829,10/19/18,189.54,facebook
cust16838,10/19/18,372.76,facebook
cust17489,10/19/18,113.27,facebook
cust1787,10/19/18,490.1,facebook
cust18255,10/19/18,257.99,facebook
cust19046,10/19/18,464.39,snapchat
cust19212,10/19/18,0,facebook
cust19226,10/19/18,223.6,snapchat
cust19743,10/19/18,580.46,facebook
cust20175,10/19/18,127.6,facebook
cust20175,10/19/18,10.08,facebook
cust20669,10/19/18,473.34,facebook
cust20757,10/19/18,99.45,facebook
cust21098,10/19/18,0,tiktok
cust2152,10/19/18,210.6,tiktok
cust21816,10/19/18,551.8,facebook
cust21897,10/19/18,138.72,facebook
cust22221,10/19/18,107.22,facebook
cust22648,10/19/18,127.6,facebook
cust23071,10/19/18,176.8,facebook
cust23143,10/19/18,215.01,facebook
cust23222,10/19/18,0,snapchat
cust23222,10/19/18,497.25,snapchat
cust24298,10/19/18,166.4,facebook
cust24521,10/19/18,139.07,facebook
cust25050,10/19/18,0,snapchat
cust25245,10/19/18,494,facebook
cust25259,10/19/18,463.18,snapchat
cust25904,10/19/18,728.81,snapchat
cust26112,10/19/18,0,facebook
cust26129,10/19/18,0,facebook
cust26428,10/19/18,325,facebook
cust26864,10/19/18,101.95,facebook
cust26932,10/19/18,210.6,facebook
cust27103,10/19/18,715,facebook
cust27177,10/19/18,306.8,snapchat
cust27499,10/19/18,0,facebook
cust27544,10/19/18,0,facebook
cust27711,10/19/18,176.92,facebook
cust27719,10/19/18,138.72,facebook
cust27869,10/19/18,0,snapchat
cust27873,10/19/18,138.72,facebook
cust27874,10/19/18,285.95,facebook
cust27875,10/19/18,182,facebook
cust27876,10/19/18,115.74,facebook
cust27877,10/19/18,93.7,facebook
cust27878,10/19/18,450.45,facebook
cust27879,10/19/18,126.75,facebook
cust27880,10/19/18,234,facebook
cust27881,10/19/18,111.15,facebook
cust27882,10/19/18,541.39,snapchat
cust27883,10/19/18,117,facebook
cust27884,10/19/18,117,facebook
cust27885,10/19/18,129.01,snapchat
cust27886,10/19/18,0,facebook
cust27887,10/19/18,724.1,facebook
cust27888,10/19/18,97.36,facebook
cust27889,10/19/18,8.96,facebook
cust27890,10/19/18,410.8,facebook
cust27891,10/19/18,117,facebook
cust27892,10/19/18,129.01,facebook
cust27893,10/19/18,126.27,facebook
cust27894,10/19/18,179.57,snapchat
cust27895,10/19/18,132.77,facebook
cust27896,10/19/18,126.07,facebook
cust27897,10/19/18,0,facebook
cust27898,10/19/18,315.9,snapchat
cust27899,10/19/18,551.8,snapchat
cust27900,10/19/18,337.96,snapchat
cust27901,10/19/18,126.75,facebook
cust27902,10/19/18,500.5,facebook
cust27903,10/19/18,212.9,facebook
cust27904,10/19/18,543.67,facebook
cust27905,10/19/18,126.07,facebook
cust27906,10/19/18,771.17,snapchat
cust27907,10/19/18,0,snapchat
cust27908,10/19/18,348.28,snapchat
cust27909,10/19/18,544.92,facebook
cust27910,10/19/18,526.5,snapchat
cust27911,10/19/18,9.35,facebook
cust27912,10/19/18,334.85,snapchat
cust27913,10/19/18,245.12,facebook
cust27914,10/19/18,497.25,snapchat
cust27915,10/19/18,125.96,facebook
cust27916,10/19/18,117,facebook
cust27917,10/19/18,126.27,facebook
cust27918,10/19/18,209.95,facebook
cust27919,10/19/18,348.28,snapchat
cust27920,10/19/18,508.48,snapchat
cust27921,10/19/18,0,tiktok
cust27922,10/19/18,9.79,facebook
cust27923,10/19/18,126.46,facebook
cust27924,10/19/18,414.48,facebook
cust27925,10/19/18,353.85,facebook
cust27926,10/19/18,130,facebook
cust27927,10/19/18,126.46,facebook
cust27928,10/19/18,205.4,facebook
cust27929,10/19/18,0,facebook
cust27930,10/19/18,257.99,snapchat
cust2975,10/19/18,390.16,facebook
cust3829,10/19/18,189.54,facebook
cust4249,10/19/18,0,facebook
cust4976,10/19/18,125.96,facebook
cust5456,10/19/18,151.58,facebook
cust6627,10/19/18,116.35,facebook
cust6898,10/19/18,287.82,facebook
cust779,10/19/18,234,facebook
cust8148,10/19/18,0,facebook
cust8539,10/19/18,108.71,facebook
cust9325,10/19/18,335.4,facebook
cust9368,10/19/18,126.07,facebook
cust9794,10/19/18,494,facebook
cust10121,10/18/18,114.13,facebook
cust10179,10/18/18,315.81,facebook
cust10212,10/18/18,195,facebook
cust10523,10/18/18,343.98,facebook
cust10534,10/18/18,286.65,facebook
cust10812,10/18/18,145.76,facebook
cust10823,10/18/18,181.22,facebook
cust11272,10/18/18,126.07,facebook
cust11381,10/18/18,190.06,facebook
cust11443,10/18/18,330.51,facebook
cust11556,10/18/18,329.94,facebook
cust1187,10/18/18,510.65,facebook
cust12188,10/18/18,701.68,facebook
cust12541,10/18/18,106.57,facebook
cust12801,10/18/18,109.2,facebook
cust12801,10/18/18,0,facebook
cust13177,10/18/18,117,facebook
cust13245,10/18/18,0,snapchat
cust1403,10/18/18,182.52,facebook
cust14060,10/18/18,26.39,facebook
cust14379,10/18/18,0,facebook
cust14540,10/18/18,105.69,snapchat
cust14774,10/18/18,0,tiktok
cust14933,10/18/18,129.01,facebook
cust15128,10/18/18,161.2,snapchat
cust15235,10/18/18,125.96,facebook
cust15602,10/18/18,383.76,facebook
cust1566,10/18/18,126.07,facebook
cust15725,10/18/18,0,facebook
cust15736,10/18/18,121.29,facebook
cust15878,10/18/18,185.64,facebook
cust16306,10/18/18,223.6,facebook
cust16340,10/18/18,0,facebook
cust16607,10/18/18,113,facebook
cust16637,10/18/18,500.5,facebook
cust16896,10/18/18,0,facebook
cust16993,10/18/18,500.5,facebook
cust17010,10/18/18,96.85,facebook
cust17310,10/18/18,138.72,facebook
cust17580,10/18/18,494,facebook
cust17771,10/18/18,298.35,facebook
cust17977,10/18/18,369.07,facebook
cust18152,10/18/18,95.13,facebook
cust18232,10/18/18,520,facebook
cust18361,10/18/18,171.6,facebook
cust18571,10/18/18,311.25,facebook
cust19212,10/18/18,419.9,facebook
cust19245,10/18/18,0,snapchat
cust19245,10/18/18,0,snapchat
cust19347,10/18/18,325,facebook
cust19942,10/18/18,0,tiktok
cust19973,10/18/18,223.6,snapchat
cust20298,10/18/18,0,facebook
cust2045,10/18/18,0,facebook
cust20717,10/18/18,470.47,facebook
cust21076,10/18/18,0,facebook
cust21281,10/18/18,138.72,facebook
cust2132,10/18/18,0,facebook
cust21791,10/18/18,0,facebook
cust21859,10/18/18,900.98,snapchat
cust22065,10/18/18,387,facebook
cust22604,10/18/18,174.2,facebook
cust2297,10/18/18,358.33,facebook
cust23107,10/18/18,0,facebook
cust23177,10/18/18,116.84,facebook
cust23297,10/18/18,494,facebook
cust23329,10/18/18,523.64,facebook
cust23532,10/18/18,0,facebook
cust23684,10/18/18,0,snapchat
cust23704,10/18/18,185.9,facebook
cust23927,10/18/18,327.85,facebook
cust24057,10/18/18,334.85,facebook
cust24201,10/18/18,193.38,facebook
cust24253,10/18/18,0,snapchat
cust2434,10/18/18,116.35,facebook
cust24432,10/18/18,108.41,facebook
cust24494,10/18/18,126.75,facebook
cust24629,10/18/18,106.6,facebook
cust24864,10/18/18,331.1,facebook
cust24891,10/18/18,0,snapchat
cust25016,10/18/18,325,facebook
cust25069,10/18/18,0,tiktok
cust25123,10/18/18,0,facebook
cust25209,10/18/18,510.65,snapchat
cust25240,10/18/18,210.6,facebook
cust25424,10/18/18,0,snapchat
cust25824,10/18/18,231.5,snapchat
cust25829,10/18/18,115.93,facebook
cust25955,10/18/18,0,snapchat
cust25964,10/18/18,0,tiktok
cust26054,10/18/18,0,facebook
cust26064,10/18/18,234,facebook
cust26163,10/18/18,336.23,facebook
cust26174,10/18/18,111.15,facebook
cust26205,10/18/18,0,snapchat
cust26378,10/18/18,243.14,facebook
cust26424,10/18/18,0,snapchat
cust26500,10/18/18,0,facebook
cust26522,10/18/18,0,snapchat
cust26572,10/18/18,0,facebook
cust26637,10/18/18,0,facebook
cust26735,10/18/18,0,snapchat
cust26745,10/18/18,0,facebook
cust26748,10/18/18,0,facebook
cust2676,10/18/18,213.2,facebook
cust26830,10/18/18,0,snapchat
cust26854,10/18/18,0,snapchat
cust26916,10/18/18,0,snapchat
cust26987,10/18/18,0,snapchat
cust27019,10/18/18,0,snapchat
cust27024,10/18/18,315.9,facebook
cust27247,10/18/18,0,snapchat
cust27272,10/18/18,0,snapchat
cust2729,10/18/18,213.2,facebook
cust27377,10/18/18,0,snapchat
cust27377,10/18/18,0,snapchat
cust27411,10/18/18,0,tiktok
cust27423,10/18/18,0,facebook
cust27499,10/18/18,0,facebook
cust27529,10/18/18,123.36,facebook
cust27533,10/18/18,0,snapchat
cust27631,10/18/18,0,snapchat
cust27682,10/18/18,0,snapchat
cust27756,10/18/18,0,tiktok
cust27757,10/18/18,0,snapchat
cust27805,10/18/18,0,snapchat
cust27812,10/18/18,132.77,facebook
cust27813,10/18/18,9.75,facebook
cust27814,10/18/18,175.55,facebook
cust27815,10/18/18,351,facebook
cust27816,10/18/18,0,tiktok
cust27817,10/18/18,0,tiktok
cust27818,10/18/18,685.97,facebook
cust27819,10/18/18,780.49,snapchat
cust27820,10/18/18,46.93,facebook
cust27821,10/18/18,464.39,snapchat
cust27822,10/18/18,218.4,facebook
cust27823,10/18/18,126.07,facebook
cust27824,10/18/18,9.75,facebook
cust27825,10/18/18,0,tiktok
cust27826,10/18/18,0,tiktok
cust27827,10/18/18,285.79,facebook
cust27828,10/18/18,223.24,facebook
cust27829,10/18/18,325,facebook
cust27830,10/18/18,132.46,facebook
cust27831,10/18/18,234,facebook
cust27832,10/18/18,0,snapchat
cust27833,10/18/18,468,facebook
cust27834,10/18/18,450.96,snapchat
cust27835,10/18/18,99.94,facebook
cust27836,10/18/18,1009.57,snapchat
cust27837,10/18/18,210.6,facebook
cust27838,10/18/18,99.22,snapchat
cust27839,10/18/18,125.96,facebook
cust27840,10/18/18,0,snapchat
cust27841,10/18/18,234,facebook
cust27842,10/18/18,126.07,facebook
cust27843,10/18/18,130.21,facebook
cust27844,10/18/18,551.2,facebook
cust27845,10/18/18,126.14,facebook
cust27846,10/18/18,187.51,facebook
cust27847,10/18/18,139.27,facebook
cust27848,10/18/18,0,snapchat
cust27849,10/18/18,105.3,facebook
cust27850,10/18/18,0,tiktok
cust27851,10/18/18,234,facebook
cust27852,10/18/18,390,facebook
cust27853,10/18/18,158.99,facebook
cust27854,10/18/18,117,facebook
cust27855,10/18/18,318.07,facebook
cust27856,10/18/18,234,facebook
cust27857,10/18/18,0,tiktok
cust27858,10/18/18,247,facebook
cust27859,10/18/18,569.69,snapchat
cust27860,10/18/18,127.69,facebook
cust27861,10/18/18,126.75,facebook
cust27862,10/18/18,286.65,facebook
cust27863,10/18/18,146.55,facebook
cust27864,10/18/18,161.2,facebook
cust27865,10/18/18,213.2,facebook
cust27866,10/18/18,125.83,facebook
cust27867,10/18/18,0,tiktok
cust27868,10/18/18,0,facebook
cust27869,10/18/18,129.01,snapchat
cust27870,10/18/18,182,facebook
cust27871,10/18/18,126.07,facebook
cust27872,10/18/18,0,tiktok
cust4367,10/18/18,113,facebook
cust4602,10/18/18,86.62,facebook
cust4743,10/18/18,496.6,facebook
cust499,10/18/18,477.07,facebook
cust5337,10/18/18,618.97,facebook
cust6294,10/18/18,127.6,facebook
cust631,10/18/18,527.09,facebook
cust6334,10/18/18,237.02,facebook
cust636,10/18/18,998.4,facebook
cust6386,10/18/18,213.2,facebook
cust691,10/18/18,0,facebook
cust7037,10/18/18,244.58,facebook
cust7247,10/18/18,125.96,facebook
cust7337,10/18/18,306.8,tiktok
cust7511,10/18/18,116.35,facebook
cust7821,10/18/18,117,facebook
cust7826,10/18/18,110.05,facebook
cust8123,10/18/18,0,facebook
cust8130,10/18/18,301.6,facebook
cust8148,10/18/18,0,facebook
cust843,10/18/18,113,facebook
cust8487,10/18/18,0,facebook
cust8594,10/18/18,116.35,facebook
cust8971,10/18/18,97.34,facebook
cust9117,10/18/18,96.85,facebook
cust9208,10/18/18,213.2,facebook
cust9210,10/18/18,392.6,facebook
cust9265,10/18/18,125.96,facebook
cust9492,10/18/18,544.92,facebook
cust9510,10/18/18,494,facebook
cust9596,10/18/18,494,facebook
cust9644,10/18/18,0,facebook
cust9829,10/18/18,580.46,facebook
cust13174,10/17/18,96.85,snapchat
cust14933,10/17/18,0,facebook
cust1554,10/17/18,234,facebook
cust16252,10/17/18,99.91,facebook
cust16515,10/17/18,450.45,facebook
cust16902,10/17/18,103.35,facebook
cust17433,10/17/18,0,facebook
cust17554,10/17/18,450.45,facebook
cust18526,10/17/18,217.22,facebook
cust19226,10/17/18,0,snapchat
cust19502,10/17/18,335.4,facebook
cust19513,10/17/18,500.5,facebook
cust1978,10/17/18,158.99,facebook
cust19955,10/17/18,292.5,facebook
cust21135,10/17/18,244.28,facebook
cust21135,10/17/18,0,facebook
cust21799,10/17/18,390.16,facebook
cust23383,10/17/18,83.56,snapchat
cust23385,10/17/18,0,facebook
cust23544,10/17/18,689,snapchat
cust23599,10/17/18,195,facebook
cust23684,10/17/18,0,snapchat
cust24502,10/17/18,500.5,facebook
cust24950,10/17/18,344.5,snapchat
cust25067,10/17/18,190.16,facebook
cust25243,10/17/18,0,facebook
cust25285,10/17/18,232.21,snapchat
cust25728,10/17/18,105.3,snapchat
cust25988,10/17/18,315.9,facebook
cust26135,10/17/18,551.8,facebook
cust26389,10/17/18,0,facebook
cust26405,10/17/18,0,facebook
cust26685,10/17/18,252.01,facebook
cust26845,10/17/18,0,facebook
cust26942,10/17/18,394.15,snapchat
cust27126,10/17/18,0,facebook
cust27148,10/17/18,0,facebook
cust27192,10/17/18,399.1,facebook
cust27245,10/17/18,149.88,snapchat
cust27279,10/17/18,0,facebook
cust27322,10/17/18,0,facebook
cust27385,10/17/18,129.01,snapchat
cust27423,10/17/18,125.83,facebook
cust27446,10/17/18,0,facebook
cust27459,10/17/18,0,facebook
cust27685,10/17/18,0,snapchat
cust27729,10/17/18,0,snapchat
cust27772,10/17/18,103.35,facebook
cust27773,10/17/18,0,tiktok
cust27774,10/17/18,0,facebook
cust27775,10/17/18,517.57,facebook
cust27776,10/17/18,279.45,facebook
cust27777,10/17/18,205.4,facebook
cust27778,10/17/18,184.86,snapchat
cust27779,10/17/18,450.45,facebook
cust27780,10/17/18,210.6,snapchat
cust27781,10/17/18,182.52,facebook
cust27782,10/17/18,425.43,facebook
cust27783,10/17/18,198.9,facebook
cust27784,10/17/18,210.6,snapchat
cust27785,10/17/18,0,tiktok
cust27786,10/17/18,509.83,facebook
cust27787,10/17/18,1056.9,facebook
cust27788,10/17/18,210.83,facebook
cust27789,10/17/18,234,facebook
cust27790,10/17/18,234,facebook
cust27791,10/17/18,247,facebook
cust27792,10/17/18,126.27,facebook
cust27793,10/17/18,129.01,snapchat
cust27794,10/17/18,544.92,facebook
cust27795,10/17/18,124.02,snapchat
cust27796,10/17/18,234,facebook
cust27797,10/17/18,795.6,snapchat
cust27798,10/17/18,117.55,snapchat
cust27799,10/17/18,117,facebook
cust27800,10/17/18,117,facebook
cust27801,10/17/18,117,facebook
cust27802,10/17/18,126.07,facebook
cust27803,10/17/18,126.27,facebook
cust27804,10/17/18,117,facebook
cust27805,10/17/18,548.22,snapchat
cust27806,10/17/18,446.71,facebook
cust27807,10/17/18,232.21,snapchat
cust27808,10/17/18,210.83,snapchat
cust27809,10/17/18,234,facebook
cust27810,10/17/18,181.17,facebook
cust27811,10/17/18,540.02,facebook
cust3183,10/17/18,165.75,snapchat
cust3549,10/17/18,93.57,facebook
cust4882,10/17/18,190.06,facebook
cust5051,10/17/18,483.57,tiktok
cust5384,10/17/18,312,facebook
cust557,10/17/18,163.8,facebook
cust6272,10/17/18,397.8,facebook
cust6634,10/17/18,0,facebook
cust6634,10/17/18,0,facebook
cust7319,10/17/18,671.8,facebook
cust7727,10/17/18,0,facebook
cust9119,10/17/18,0,facebook
cust10120,10/16/18,126.07,snapchat
cust1110,10/16/18,122.49,facebook
cust11209,10/16/18,18.2,facebook
cust11929,10/16/18,487.5,facebook
cust12029,10/16/18,234,facebook
cust1220,10/16/18,325.43,facebook
cust12222,10/16/18,117,facebook
cust13286,10/16/18,102.93,snapchat
cust13326,10/16/18,132.77,facebook
cust1359,10/16/18,0,facebook
cust14356,10/16/18,348.4,facebook
cust14356,10/16/18,0,facebook
cust14933,10/16/18,216.71,facebook
cust15433,10/16/18,489.65,facebook
cust15631,10/16/18,0,facebook
cust15662,10/16/18,166.4,facebook
cust1655,10/16/18,102.93,facebook
cust16862,10/16/18,145.6,facebook
cust17506,10/16/18,0,facebook
